Date,Source,Start_Hour,End_Hour,Production
6/27/2021,Wind,3,4,3872
11/17/2020,Wind,19,20,2225
7/23/2024,Wind,1,2,4890
7/16/2022,Wind,2,3,3533
7/8/2025,Wind,20,21,3770
10/19/2022,Wind,17,18,7629
6/16/2020,Wind,20,21,1666
1/10/2025,Wind,15,16,3319
9/10/2020,Solar,11,12,3052
11/13/2021,Wind,8,9,5126
4/22/2025,Solar,13,14,7792
5/15/2020,Wind,5,6,6575
3/25/2024,Wind,15,16,10580
1/26/2023,Wind,23,0,6312
7/19/2024,Wind,5,6,1335
6/30/2025,Wind,21,22,1192
2/12/2023,Wind,0,1,3402
9/27/2022,Wind,6,7,6509
7/27/2020,Wind,15,16,11749
7/10/2023,Solar,13,14,8700
1/20/2025,Wind,2,3,1542
3/28/2023,Wind,16,17,9979
10/4/2021,Wind,8,9,5584
6/9/2024,Wind,1,2,3464
8/17/2021,Solar,12,13,6878
1/27/2023,Wind,7,8,8252
8/5/2021,Wind,14,15,8681
7/21/2025,Wind,23,0,7848
5/27/2025,Wind,17,18,15563
2/22/2024,Wind,0,1,14343
12/10/2023,Wind,0,1,16050
6/18/2021,Wind,1,2,3603
4/25/2025,Solar,10,11,7896
7/5/2021,Wind,0,1,2602
7/7/2021,Wind,23,0,1703
12/12/2020,Wind,11,12,6348
11/1/2025,Wind,16,17,9647
1/22/2024,Wind,20,21,14875
8/28/2025,Wind,16,17,11353
4/29/2022,Solar,10,11,4724
1/20/2021,Wind,18,19,15051
6/19/2024,Wind,22,23,6935
4/2/2022,Wind,16,17,12110
8/8/2024,Wind,5,6,1189
11/2/2024,Wind,18,19,3994
9/6/2021,Solar,15,16,5313
3/28/2020,Wind,19,20,9382
2/14/2022,Wind,21,22,6029
10/13/2022,Wind,17,18,4003
7/15/2024,Wind,16,17,10450
4/22/2023,Wind,0,1,3755
10/26/2024,Solar,16,17,2125
1/25/2025,Wind,11,12,7875
2/6/2024,Wind,14,15,15869
11/24/2024,Wind,18,19,19758
12/4/2022,Wind,2,3,3252
2/12/2023,Solar,14,15,6688
1/31/2020,Wind,4,5,7716
11/29/2020,Wind,10,11,4788
4/29/2022,Wind,18,19,4816
8/1/2021,Solar,16,17,6683
3/15/2020,Wind,0,1,3612
7/1/2023,Wind,21,22,7075
3/2/2023,Wind,21,22,4877
8/3/2024,Wind,7,8,3218
11/19/2024,Wind,20,21,12210
1/8/2024,Wind,6,7,12121
12/21/2024,Wind,21,22,18922
10/25/2022,Wind,17,18,4158
4/15/2022,Wind,1,2,1942
12/7/2021,Wind,6,7,5150
1/17/2022,Wind,23,0,2215
2/24/2025,Wind,9,10,15311
7/14/2021,Wind,20,21,6824
1/11/2023,Wind,4,5,13408
10/15/2024,Wind,11,12,7313
9/14/2023,Wind,20,21,983
12/4/2021,Wind,13,14,14167
5/10/2021,Wind,21,22,1928
7/31/2021,Wind,13,14,6027
11/26/2025,Wind,9,10,5852
6/20/2022,Wind,20,21,4764
8/1/2020,Solar,13,14,4517
9/30/2022,Wind,17,18,8433
6/10/2024,Wind,13,14,16343
9/8/2024,Wind,5,6,5635
8/20/2021,Solar,10,11,3653
10/21/2020,Wind,17,18,11801
11/8/2023,Wind,22,23,14010
10/11/2020,Wind,7,8,3222
8/4/2023,Solar,11,12,7826
5/15/2021,Wind,16,17,11074
11/1/2021,Wind,18,19,5774
2/13/2025,Wind,4,5,1341
2/20/2022,Wind,20,21,16004
1/2/2025,Wind,6,7,7704
1/23/2023,Wind,4,5,4026
3/15/2022,Wind,0,1,5845
12/1/2022,Wind,15,16,4324
5/10/2024,Wind,21,22,5155
8/15/2025,Solar,16,17,9881
2/9/2020,Wind,11,12,15238
5/21/2024,Wind,21,22,3665
5/11/2024,Wind,6,7,4326
9/23/2020,Wind,18,19,5813
11/17/2025,Wind,15,16,10323
1/2/2021,Wind,0,1,1169
8/8/2023,Wind,23,0,2853
5/18/2023,Wind,19,20,6720
10/24/2022,Wind,22,23,7627
9/3/2022,Wind,20,21,1066
11/29/2024,Solar,14,15,7650
4/4/2020,Solar,10,11,4136
3/18/2020,Solar,11,12,3727
4/29/2020,Wind,13,14,10092
10/16/2021,Solar,16,17,3207
10/6/2021,Wind,17,18,8756
2/26/2025,Wind,11,12,13305
3/1/2021,Solar,13,14,5810
11/24/2022,Wind,3,4,11415
9/1/2025,Wind,20,21,5387
11/14/2024,Wind,21,22,3630
3/20/2021,Wind,6,7,4488
12/17/2021,Wind,5,6,6817
2/7/2025,Wind,3,4,9958
1/5/2024,Wind,0,1,12301
9/8/2024,Wind,12,13,11440
7/27/2020,Wind,8,9,3719
2/17/2023,Wind,13,14,13006
7/22/2024,Wind,5,6,3267
9/7/2024,Solar,12,13,6652
8/2/2021,Solar,8,9,1835
7/24/2021,Wind,18,19,5008
6/26/2022,Wind,21,22,1353
5/25/2021,Wind,9,10,10972
1/3/2024,Wind,5,6,16091
4/28/2024,Wind,18,19,4975
2/10/2022,Wind,3,4,4390
9/1/2023,Wind,2,3,4835
1/23/2025,Wind,8,9,6187
8/12/2022,Solar,9,10,4233
6/6/2022,Wind,0,1,3154
4/26/2021,Wind,23,0,6682
8/21/2022,Wind,4,5,492
7/29/2025,Solar,17,18,9703
1/14/2020,Wind,1,2,12193
11/23/2020,Wind,6,7,197
3/3/2020,Wind,16,17,2913
4/30/2022,Wind,23,0,4152
8/28/2025,Wind,3,4,2154
9/28/2025,Solar,17,18,3101
4/26/2020,Solar,19,20,826
4/26/2020,Wind,7,8,1234
1/13/2020,Wind,0,1,3124
7/4/2021,Wind,8,9,1516
8/20/2022,Solar,16,17,6307
10/15/2022,Wind,21,22,4985
11/4/2024,Wind,20,21,2945
5/27/2024,Wind,1,2,2781
5/3/2021,Wind,7,8,1219
6/25/2023,Wind,21,22,4990
1/24/2023,Wind,17,18,3120
2/11/2022,Wind,8,9,2704
6/17/2023,Wind,22,23,1596
9/25/2021,Solar,10,11,3100
9/9/2024,Wind,8,9,8509
4/25/2023,Wind,23,0,2732
4/17/2021,Wind,20,21,5570
8/1/2022,Wind,23,0,1415
7/14/2021,Wind,18,19,7691
10/14/2025,Wind,10,11,8624
2/21/2020,Wind,14,15,8633
10/24/2024,Solar,11,12,7285
7/17/2022,Wind,2,3,6218
8/15/2022,Solar,12,13,7754
8/23/2020,Wind,7,8,4453
8/1/2020,Wind,6,7,1772
7/3/2025,Wind,3,4,5681
5/2/2022,Wind,0,1,3281
10/11/2020,Wind,0,1,4013
5/15/2021,Wind,10,11,7542
8/19/2024,Solar,10,11,6872
10/21/2025,Wind,5,6,12221
6/25/2023,Solar,11,12,7269
9/15/2024,Solar,17,18,7756
7/19/2024,Wind,6,7,1367
6/20/2022,Solar,11,12,6635
11/24/2020,Wind,2,3,1825
3/20/2022,Wind,4,5,4944
5/26/2020,Solar,15,16,7491
9/9/2025,Wind,20,21,2139
1/23/2020,Wind,4,5,5821
7/22/2022,Wind,4,5,3155
2/22/2023,Wind,6,7,2969
5/4/2023,Wind,18,19,7974
3/29/2022,Solar,15,16,3886
1/24/2025,Wind,13,14,19431
3/17/2025,Wind,21,22,11797
11/4/2024,Wind,4,5,2853
1/11/2023,Wind,10,11,10073
6/21/2022,Solar,15,16,4791
7/2/2020,Wind,18,19,6452
5/12/2024,Solar,14,15,4059
3/11/2021,Wind,6,7,14266
9/23/2020,Wind,13,14,8641
4/30/2024,Wind,21,22,3124
9/16/2023,Wind,22,23,2367
5/4/2025,Wind,19,20,11985
4/8/2022,Wind,18,19,10607
12/23/2023,Wind,16,17,14470
8/11/2025,Wind,22,23,5924
7/16/2021,Wind,17,18,7525
2/11/2020,Wind,7,8,11753
11/9/2024,Wind,1,2,1782
9/27/2022,Wind,18,19,9228
9/1/2024,Wind,8,9,4830
11/1/2020,Wind,7,8,9246
1/9/2025,Wind,7,8,14188
12/31/2024,Wind,1,2,2303
1/6/2025,Wind,0,1,18763
1/30/2024,Solar,14,15,7283
4/18/2021,Wind,20,21,2015
4/24/2021,Solar,15,16,8651
10/27/2021,Wind,19,20,2324
7/2/2020,Wind,0,1,2474
1/7/2024,Wind,4,5,7340
1/18/2024,Wind,14,15,6969
9/9/2023,Wind,1,2,1650
3/17/2025,Solar,10,11,11786
10/20/2024,Wind,7,8,6846
9/11/2021,Solar,16,17,4615
3/12/2024,Wind,15,16,12222
8/6/2020,Solar,16,17,3605
1/15/2022,Wind,1,2,847
4/18/2022,Solar,17,18,4269
1/13/2020,Wind,6,7,2987
3/16/2021,Solar,11,12,5314
6/15/2022,Wind,6,7,2328
9/30/2023,Solar,12,13,6508
10/29/2024,Wind,21,22,685
9/4/2025,Wind,20,21,6150
8/21/2023,Solar,15,16,6576
4/19/2020,Wind,14,15,2914
7/12/2021,Wind,9,10,2663
1/3/2022,Wind,7,8,9393
11/10/2020,Wind,6,7,486
2/3/2025,Wind,23,0,1883
3/31/2025,Wind,0,1,4280
7/12/2024,Wind,17,18,8243
6/14/2024,Wind,17,18,12714
9/21/2025,Solar,11,12,3451
5/16/2021,Wind,23,0,9508
3/7/2022,Wind,5,6,6815
8/10/2022,Solar,10,11,6251
3/7/2023,Wind,5,6,5865
3/14/2025,Wind,15,16,7686
10/4/2024,Wind,7,8,4180
12/15/2022,Wind,22,23,7205
9/3/2020,Wind,0,1,931
6/17/2022,Wind,21,22,1078
12/21/2023,Wind,18,19,17520
3/2/2023,Solar,14,15,6558
8/4/2024,Wind,20,21,1620
12/29/2024,Wind,21,22,548
11/14/2024,Wind,1,2,3831
8/4/2022,Solar,9,10,3343
4/26/2022,Wind,0,1,2101
5/16/2022,Wind,5,6,5648
1/9/2020,Wind,16,17,10435
11/24/2022,Wind,14,15,9150
1/20/2024,Wind,23,0,10670
3/14/2020,Wind,22,23,3349
3/10/2020,Wind,22,23,11030
5/26/2024,Wind,2,3,4508
8/13/2023,Wind,1,2,1162
3/28/2022,Wind,6,7,1606
10/12/2020,Solar,14,15,4590
10/22/2024,Solar,10,11,3182
10/19/2020,Solar,11,12,5009
9/12/2021,Wind,21,22,1376
7/17/2024,Wind,3,4,2046
8/17/2024,Wind,1,2,1571
8/13/2023,Solar,16,17,7801
6/28/2024,Wind,2,3,3695
2/6/2022,Wind,4,5,13477
3/31/2021,Solar,10,11,4010
10/25/2023,Wind,11,12,11630
7/23/2024,Wind,23,0,2067
3/18/2023,Wind,3,4,7204
12/5/2024,Wind,23,0,18205
1/8/2024,Wind,2,3,11508
6/11/2020,Wind,8,9,2692
6/6/2025,Wind,22,23,4429
6/2/2021,Wind,23,0,2032
9/21/2020,Wind,21,22,1334
9/2/2025,Wind,23,0,11315
9/21/2025,Wind,20,21,4453
8/9/2021,Wind,10,11,6015
3/16/2021,Wind,2,3,3997
10/18/2022,Solar,13,14,5899
12/26/2021,Wind,12,13,4600
7/27/2024,Wind,2,3,455
9/11/2020,Solar,9,10,1917
9/13/2020,Wind,19,20,705
8/15/2023,Solar,17,18,4625
7/29/2021,Wind,5,6,4205
5/19/2024,Wind,2,3,552
3/30/2023,Wind,7,8,11130
7/10/2025,Solar,16,17,11067
8/9/2025,Wind,4,5,1139
11/1/2023,Wind,18,19,12788
6/12/2024,Wind,20,21,2252
9/20/2025,Wind,5,6,6560
5/1/2020,Wind,0,1,7535
1/21/2020,Wind,11,12,2976
6/29/2025,Wind,6,7,2536
10/12/2020,Wind,6,7,2120
7/25/2024,Solar,12,13,9805
6/5/2023,Solar,13,14,9739
6/9/2023,Wind,7,8,4688
9/4/2025,Wind,21,22,6077
5/11/2024,Wind,23,0,4091
3/24/2025,Solar,10,11,5051
7/26/2023,Wind,7,8,2889
8/6/2024,Wind,20,21,2592
4/22/2025,Wind,5,6,1421
8/27/2024,Solar,11,12,8753
7/11/2021,Solar,15,16,4877
11/11/2021,Wind,7,8,1001
2/25/2025,Wind,0,1,4530
4/2/2025,Wind,11,12,18987
7/22/2020,Wind,6,7,3797
2/5/2020,Wind,16,17,2504
3/30/2020,Wind,20,21,8073
5/11/2020,Wind,4,5,9699
11/5/2021,Wind,2,3,3405
8/30/2020,Wind,3,4,3012
9/8/2025,Wind,21,22,2307
3/4/2022,Wind,8,9,3630
8/6/2022,Wind,2,3,5462
12/13/2024,Wind,19,20,698
12/31/2023,Wind,17,18,17198
9/4/2025,Wind,9,10,9465
2/25/2025,Wind,9,10,8542
3/18/2022,Wind,11,12,12613
3/19/2025,Solar,14,15,12452
8/7/2022,Wind,0,1,7995
3/24/2025,Wind,4,5,747
12/22/2020,Wind,11,12,9500
5/5/2020,Wind,22,23,2517
12/14/2024,Wind,7,8,2252
2/3/2023,Wind,21,22,4534
11/12/2022,Wind,8,9,4144
7/18/2024,Solar,11,12,7522
3/9/2020,Wind,6,7,6476
6/28/2021,Solar,12,13,4142
3/24/2022,Solar,11,12,6783
1/3/2020,Wind,8,9,9177
5/2/2025,Wind,20,21,3054
11/23/2022,Wind,10,11,12239
11/3/2023,Wind,4,5,9640
4/9/2024,Wind,23,0,8241
5/16/2021,Wind,19,20,9726
2/14/2025,Wind,5,6,5166
10/23/2022,Wind,14,15,13158
12/14/2022,Wind,17,18,2357
7/31/2024,Solar,16,17,6848
1/15/2025,Wind,0,1,2675
11/21/2021,Wind,21,22,5308
11/12/2023,Wind,5,6,7747
11/10/2021,Wind,19,20,1095
10/30/2022,Wind,15,16,4128
1/12/2021,Wind,13,14,11705
11/17/2023,Wind,5,6,4471
7/3/2022,Solar,8,9,2588
3/9/2021,Wind,17,18,3112
3/17/2023,Wind,10,11,9438
4/1/2025,Wind,5,6,10726
3/28/2020,Wind,2,3,2228
1/29/2022,Wind,4,5,5616
2/11/2023,Wind,1,2,2311
5/19/2020,Wind,22,23,3873
5/8/2023,Wind,20,21,1613
4/23/2021,Solar,9,10,4703
10/13/2025,Wind,19,20,6779
1/8/2020,Wind,12,13,5049
11/13/2023,Wind,4,5,10748
6/30/2021,Wind,5,6,2072
8/28/2023,Wind,3,4,3728
9/2/2021,Wind,16,17,6041
3/31/2022,Wind,7,8,5596
1/14/2023,Wind,14,15,18425
12/10/2020,Wind,17,18,3945
1/6/2025,Wind,8,9,18841
2/5/2024,Wind,14,15,9758
11/4/2024,Solar,14,15,4760
11/10/2022,Wind,4,5,3540
7/14/2020,Solar,9,10,2423
9/17/2020,Wind,0,1,4803
7/12/2021,Solar,15,16,4724
5/22/2020,Solar,10,11,5050
1/18/2021,Wind,14,15,5818
9/22/2022,Wind,22,23,613
2/22/2021,Wind,7,8,6262
3/22/2020,Wind,8,9,8856
10/12/2020,Wind,9,10,2453
4/19/2025,Wind,15,16,4612
8/25/2025,Wind,22,23,1411
4/20/2022,Wind,4,5,4490
12/9/2020,Wind,14,15,2985
7/22/2020,Solar,14,15,4307
5/21/2023,Wind,5,6,5032
1/22/2022,Wind,6,7,2925
12/1/2021,Wind,11,12,12759
1/11/2021,Wind,2,3,1886
3/9/2020,Wind,5,6,7030
2/26/2024,Wind,16,17,13709
3/7/2022,Wind,18,19,5870
10/11/2021,Solar,10,11,4324
9/1/2025,Wind,13,14,12704
10/2/2020,Wind,22,23,3285
12/20/2024,Wind,11,12,8847
8/7/2022,Solar,15,16,10239
2/7/2024,Wind,13,14,17700
6/4/2020,Wind,16,17,6146
10/13/2021,Wind,7,8,2432
2/9/2020,Wind,1,2,8445
2/21/2022,Wind,22,23,10192
3/3/2024,Wind,5,6,3260
7/17/2025,Wind,4,5,1257
2/23/2024,Wind,16,17,12084
3/7/2025,Wind,23,0,10966
12/15/2023,Wind,20,21,1834
9/24/2025,Wind,1,2,7488
8/3/2025,Solar,8,9,4235
11/20/2025,Wind,17,18,3840
9/11/2020,Wind,8,9,1169
11/2/2025,Wind,6,7,8973
9/22/2022,Solar,15,16,5500
5/23/2020,Wind,15,16,8605
12/20/2022,Wind,0,1,13706
11/22/2024,Wind,0,1,5864
11/13/2022,Wind,3,4,2267
4/19/2021,Solar,10,11,3728
7/4/2024,Wind,6,7,7129
6/26/2023,Wind,21,22,3874
10/22/2023,Wind,21,22,2996
1/16/2022,Solar,13,14,5824
9/7/2020,Wind,23,0,1722
5/23/2022,Wind,7,8,3621
10/4/2025,Wind,1,2,16699
12/10/2020,Wind,20,21,6025
5/1/2021,Wind,6,7,1335
6/11/2021,Wind,19,20,2701
1/1/2024,Wind,10,11,12702
5/9/2023,Wind,10,11,5818
1/12/2022,Solar,15,16,3844
11/12/2023,Wind,3,4,7217
11/2/2022,Wind,1,2,10172
9/8/2020,Solar,13,14,4412
4/16/2021,Wind,0,1,6013
11/15/2022,Wind,2,3,6725
12/23/2022,Wind,19,20,13142
4/13/2022,Solar,9,10,2030
4/21/2023,Solar,15,16,7766
3/3/2025,Wind,20,21,3662
11/11/2022,Solar,11,12,6178
6/10/2023,Wind,19,20,2892
8/25/2021,Wind,1,2,6301
2/4/2022,Wind,22,23,5142
2/3/2020,Wind,3,4,8082
3/24/2021,Solar,9,10,3598
4/25/2021,Wind,1,2,8643
6/15/2024,Wind,17,18,9554
1/7/2020,Wind,15,16,4202
3/25/2021,Wind,5,6,1803
4/11/2021,Wind,4,5,4909
12/25/2022,Wind,14,15,9014
9/9/2025,Wind,19,20,2515
6/28/2020,Wind,2,3,5007
4/29/2022,Wind,3,4,3276
4/8/2023,Wind,7,8,3945
3/19/2023,Wind,6,7,2707
3/23/2020,Wind,8,9,8097
7/4/2023,Wind,21,22,7479
9/2/2021,Wind,6,7,5757
5/1/2024,Wind,4,5,1919
8/10/2024,Solar,8,9,2611
4/6/2024,Wind,4,5,13920
7/28/2020,Wind,15,16,7320
9/12/2023,Solar,14,15,4847
6/20/2022,Wind,7,8,3854
4/30/2024,Wind,4,5,3211
7/19/2021,Wind,8,9,3621
11/2/2024,Wind,5,6,2593
10/23/2023,Wind,1,2,4629
11/8/2025,Wind,22,23,2972
7/17/2022,Wind,7,8,4452
8/21/2023,Solar,18,19,2986
4/14/2022,Wind,19,20,1781
11/2/2023,Wind,14,15,16663
3/11/2024,Wind,1,2,3569
5/19/2025,Wind,4,5,5554
8/18/2023,Wind,8,9,2753
1/24/2021,Wind,15,16,9368
11/4/2025,Wind,19,20,14722
1/2/2025,Wind,17,18,2940
11/7/2022,Wind,13,14,14582
6/21/2022,Solar,17,18,4256
10/23/2025,Wind,10,11,21130
12/4/2021,Wind,5,6,8479
6/30/2025,Wind,3,4,4201
11/6/2022,Wind,20,21,11082
10/22/2021,Wind,15,16,7563
9/26/2024,Wind,17,18,18099
11/10/2025,Wind,7,8,7424
12/14/2023,Wind,3,4,7386
1/30/2025,Wind,15,16,7524
12/26/2020,Wind,6,7,2946
9/22/2025,Wind,17,18,8345
12/10/2024,Wind,1,2,10950
12/1/2020,Wind,4,5,7384
9/23/2021,Wind,2,3,1187
7/17/2022,Solar,14,15,8450
7/20/2020,Solar,17,18,4972
9/10/2023,Wind,8,9,3618
7/10/2023,Solar,12,13,8155
2/10/2021,Wind,10,11,8366
1/29/2020,Wind,16,17,5091
9/16/2025,Wind,1,2,12139
11/29/2020,Wind,23,0,1854
9/20/2022,Solar,10,11,4950
8/22/2020,Wind,8,9,5453
1/9/2022,Wind,2,3,13974
6/4/2020,Wind,1,2,2997
11/4/2021,Wind,18,19,3557
1/14/2023,Wind,17,18,15699
2/21/2021,Wind,18,19,6413
5/2/2021,Wind,21,22,919
5/30/2025,Wind,4,5,790
2/8/2024,Wind,15,16,17063
3/22/2023,Wind,7,8,10725
4/22/2023,Wind,3,4,4253
3/27/2024,Wind,14,15,15606
12/25/2020,Wind,10,11,6831
12/24/2023,Wind,4,5,10062
5/24/2024,Solar,13,14,5499
4/28/2020,Wind,18,19,7447
8/20/2025,Wind,22,23,3508
1/24/2022,Wind,1,2,3310
4/20/2023,Wind,16,17,9461
9/2/2020,Wind,22,23,1225
9/2/2023,Wind,20,21,2344
9/10/2020,Solar,10,11,2771
8/22/2025,Solar,18,19,5766
5/24/2023,Solar,9,10,6816
1/11/2025,Wind,9,10,2854
2/28/2024,Wind,0,1,4724
3/6/2020,Wind,14,15,8581
8/18/2020,Wind,18,19,3539
2/18/2022,Wind,3,4,9335
9/3/2021,Solar,14,15,3775
3/24/2020,Wind,23,0,7447
8/25/2024,Wind,20,21,2137
10/22/2021,Wind,0,1,2121
7/17/2021,Wind,19,20,5398
10/30/2022,Wind,8,9,5100
3/9/2021,Solar,15,16,5136
6/23/2020,Wind,1,2,2034
4/22/2023,Wind,1,2,4008
7/12/2024,Solar,12,13,7573
9/5/2024,Wind,22,23,700
4/16/2021,Wind,1,2,5880
5/17/2022,Wind,2,3,2321
10/1/2024,Wind,23,0,4747
9/27/2021,Wind,8,9,6867
4/3/2020,Wind,8,9,2170
1/17/2023,Wind,23,0,4827
11/7/2024,Solar,13,14,5149
3/31/2020,Wind,1,2,6769
3/28/2020,Wind,22,23,11081
9/14/2024,Solar,12,13,10121
10/18/2025,Solar,16,17,7924
10/31/2021,Wind,17,18,10469
4/28/2022,Solar,15,16,7312
1/24/2024,Wind,19,20,6892
6/24/2021,Wind,22,23,1974
12/11/2023,Wind,16,17,6768
1/27/2024,Solar,11,12,5814
8/15/2022,Solar,14,15,8036
1/29/2021,Wind,3,4,13907
9/5/2020,Wind,1,2,2121
8/12/2024,Solar,16,17,8871
1/26/2021,Wind,13,14,5482
4/11/2025,Wind,20,21,4837
7/11/2025,Solar,11,12,11758
5/16/2025,Solar,13,14,7092
10/25/2025,Wind,16,17,9821
1/31/2021,Wind,22,23,5906
5/25/2025,Wind,13,14,9581
7/5/2022,Solar,9,10,4126
11/19/2020,Wind,9,10,9061
10/18/2022,Wind,22,23,5538
1/15/2023,Wind,3,4,10240
5/2/2022,Wind,20,21,3792
10/8/2020,Wind,3,4,6421
11/24/2023,Wind,1,2,8505
5/17/2020,Solar,10,11,4507
3/18/2022,Wind,3,4,6998
10/28/2023,Wind,22,23,16635
5/19/2021,Wind,2,3,3258
7/17/2022,Wind,20,21,2312
7/22/2023,Solar,11,12,10194
11/12/2024,Wind,13,14,13235
3/27/2022,Wind,9,10,4841
4/5/2022,Wind,17,18,9675
8/29/2023,Wind,20,21,1992
6/23/2025,Wind,22,23,3779
2/9/2020,Wind,20,21,11896
1/5/2023,Wind,6,7,7965
9/15/2023,Wind,20,21,3195
9/15/2023,Wind,23,0,4953
11/14/2020,Wind,15,16,8436
2/11/2022,Wind,17,18,2107
2/20/2025,Wind,4,5,7070
6/28/2025,Solar,8,9,3941
8/6/2022,Wind,4,5,5611
5/24/2020,Wind,23,0,2435
6/13/2025,Wind,23,0,5332
5/3/2025,Solar,16,17,10481
11/22/2024,Wind,7,8,9522
8/22/2021,Wind,9,10,4991
1/10/2023,Wind,12,13,15075
6/21/2021,Wind,4,5,2933
9/20/2022,Solar,17,18,5469
1/27/2021,Wind,17,18,3743
9/23/2020,Wind,9,10,4073
4/8/2020,Solar,18,19,1595
10/9/2024,Wind,7,8,8883
5/7/2025,Wind,0,1,9348
9/14/2023,Wind,21,22,1857
2/11/2020,Wind,5,6,11769
1/17/2020,Wind,12,13,8804
3/24/2025,Solar,14,15,6048
8/7/2024,Solar,10,11,5496
5/15/2025,Wind,1,2,6358
3/22/2023,Wind,6,7,9994
11/26/2020,Wind,16,17,1476
5/13/2020,Wind,20,21,7492
3/18/2025,Wind,1,2,12131
11/6/2025,Wind,10,11,6247
8/19/2021,Wind,3,4,1695
2/23/2020,Wind,4,5,9644
4/23/2025,Wind,3,4,6268
5/10/2022,Wind,2,3,1193
12/1/2023,Wind,20,21,5060
7/21/2021,Wind,2,3,2864
9/23/2022,Wind,5,6,546
1/3/2023,Wind,10,11,6763
12/7/2024,Wind,22,23,17557
3/28/2022,Wind,3,4,1693
10/7/2020,Wind,10,11,6946
8/23/2022,Wind,21,22,736
5/27/2023,Wind,20,21,3594
10/10/2023,Wind,20,21,2170
5/17/2025,Wind,4,5,4673
5/21/2020,Wind,21,22,660
3/15/2023,Wind,7,8,2413
12/14/2024,Wind,10,11,3475
1/19/2025,Solar,14,15,3805
12/29/2021,Wind,1,2,9126
1/29/2025,Wind,1,2,17602
1/22/2024,Wind,2,3,16724
8/21/2023,Solar,8,9,2472
9/16/2022,Wind,21,22,5135
4/21/2023,Wind,7,8,3141
4/22/2023,Wind,15,16,9856
11/5/2021,Wind,22,23,2244
12/23/2024,Wind,6,7,16444
3/9/2022,Wind,17,18,5318
8/10/2025,Wind,23,0,7903
2/17/2023,Wind,1,2,7099
8/29/2020,Wind,18,19,4957
8/29/2025,Wind,9,10,13975
2/5/2021,Wind,7,8,1837
5/13/2020,Wind,10,11,5295
1/27/2024,Wind,1,2,1993
2/13/2025,Wind,8,9,1808
3/10/2022,Wind,20,21,6268
7/2/2022,Wind,4,5,780
2/11/2022,Wind,21,22,2877
12/18/2022,Wind,16,17,9972
4/7/2023,Solar,14,15,8432
1/9/2025,Wind,12,13,13546
12/19/2020,Wind,23,0,5475
2/18/2022,Wind,12,13,18336
10/16/2025,Wind,7,8,5067
9/29/2020,Wind,23,0,648
8/17/2025,Wind,3,4,5689
9/29/2022,Solar,10,11,3096
4/22/2024,Wind,22,23,4627
7/3/2025,Wind,23,0,6293
10/1/2020,Wind,10,11,6509
2/24/2024,Wind,2,3,7042
6/26/2024,Wind,23,0,1220
11/17/2022,Wind,11,12,15564
8/23/2022,Wind,1,2,1180
3/8/2025,Wind,12,13,14394
4/25/2020,Wind,6,7,1918
3/29/2025,Wind,13,14,14163
3/20/2021,Wind,1,2,6045
3/26/2021,Wind,14,15,11408
4/25/2023,Wind,0,1,2929
10/16/2020,Wind,7,8,2998
7/15/2022,Solar,15,16,7499
8/28/2023,Wind,4,5,3258
1/9/2024,Wind,0,1,4857
11/5/2025,Wind,15,16,12356
12/14/2020,Wind,22,23,6487
7/31/2022,Wind,23,0,3161
1/14/2023,Wind,20,21,13584
4/13/2020,Wind,16,17,11122
2/26/2024,Wind,13,14,14168
9/3/2020,Wind,6,7,1674
12/21/2020,Wind,16,17,11318
4/24/2023,Wind,0,1,9557
4/30/2023,Wind,20,21,1754
8/27/2021,Solar,10,11,5627
9/16/2022,Solar,11,12,6902
11/21/2025,Wind,1,2,4563
9/22/2022,Solar,13,14,6248
6/26/2021,Solar,18,19,2918
5/24/2023,Wind,21,22,6974
7/21/2020,Wind,19,20,3934
8/8/2021,Wind,12,13,9302
3/5/2021,Wind,12,13,9127
7/28/2022,Wind,23,0,1995
8/6/2023,Wind,1,2,13743
12/2/2022,Wind,15,16,3878
10/11/2023,Wind,17,18,6965
11/20/2022,Wind,1,2,4543
7/15/2023,Wind,10,11,11920
2/9/2023,Solar,10,11,4291
3/11/2024,Wind,14,15,10464
2/28/2023,Wind,17,18,7747
7/19/2022,Wind,0,1,5843
3/24/2022,Wind,23,0,5843
7/31/2021,Wind,2,3,5229
2/1/2025,Wind,5,6,3211
8/29/2020,Wind,10,11,3727
1/21/2021,Wind,3,4,12756
7/3/2022,Wind,3,4,1428
9/14/2025,Wind,0,1,5040
12/22/2021,Wind,8,9,3172
2/6/2021,Wind,18,19,4300
3/9/2020,Wind,16,17,8263
2/5/2022,Wind,7,8,3579
10/31/2025,Wind,20,21,14868
4/7/2025,Solar,18,19,5498
8/2/2021,Wind,2,3,1200
6/11/2025,Solar,17,18,8263
10/25/2022,Solar,13,14,5679
10/21/2022,Wind,5,6,9051
10/20/2025,Wind,13,14,19753
8/14/2025,Wind,19,20,3576
1/30/2024,Wind,8,9,6919
7/6/2023,Solar,9,10,3928
6/8/2020,Solar,14,15,5620
10/7/2021,Wind,7,8,1491
4/4/2021,Wind,4,5,5664
11/26/2020,Solar,14,15,2923
12/30/2024,Solar,10,11,2306
8/30/2022,Solar,14,15,5938
7/19/2021,Solar,10,11,5500
7/24/2021,Wind,8,9,4225
2/21/2021,Wind,5,6,8883
4/27/2022,Wind,2,3,5575
